locus,kegg_pathway_id,kegg_pathway
sll0753,syn01240,Biosynthesis of cofactors
sll0794,syn01240,Biosynthesis of cofactors
sll0809,syn01240,Biosynthesis of cofactors
sll0838,syn01240,Biosynthesis of cofactors
sll0868,syn01240,Biosynthesis of cofactors
sll0892,syn01240,Biosynthesis of cofactors
sll0916,syn01240,Biosynthesis of cofactors
sll0927,syn01240,Biosynthesis of cofactors
sll0936,syn01240,Biosynthesis of cofactors
sll1018,syn01240,Biosynthesis of cofactors
sll1059,syn01240,Biosynthesis of cofactors
sll1069,syn01240,Biosynthesis of cofactors
sll1127,syn01240,Biosynthesis of cofactors
sll1185,syn01240,Biosynthesis of cofactors
sll1249,syn01240,Biosynthesis of cofactors
sll1282,syn01240,Biosynthesis of cofactors
sll1285,syn01240,Biosynthesis of cofactors
sll1415,syn01240,Biosynthesis of cofactors
sll1440,syn01240,Biosynthesis of cofactors
sll1443,syn01240,Biosynthesis of cofactors
sll1498,syn01240,Biosynthesis of cofactors
sll1501,syn01240,Biosynthesis of cofactors
sll1558,syn01240,Biosynthesis of cofactors
sll1605,syn01240,Biosynthesis of cofactors
sll1612,syn01240,Biosynthesis of cofactors
sll1653,syn01240,Biosynthesis of cofactors
sll1659,syn01240,Biosynthesis of cofactors
sll1797,syn01240,Biosynthesis of cofactors
sll1815,syn01240,Biosynthesis of cofactors
sll1823,syn01240,Biosynthesis of cofactors
sll1852,syn01240,Biosynthesis of cofactors
sll1876,syn01240,Biosynthesis of cofactors
sll1890,syn01240,Biosynthesis of cofactors
sll1894,syn01240,Biosynthesis of cofactors
sll1898,syn01240,Biosynthesis of cofactors
sll1899,syn01240,Biosynthesis of cofactors
sll1916,syn01240,Biosynthesis of cofactors
sll1931,syn01240,Biosynthesis of cofactors
sll1994,syn01240,Biosynthesis of cofactors
sll5079,syn01240,Biosynthesis of cofactors
slr0032,syn01240,Biosynthesis of cofactors
slr0066,syn01240,Biosynthesis of cofactors
slr0078,syn01240,Biosynthesis of cofactors
slr0089,syn01240,Biosynthesis of cofactors
slr0090,syn01240,Biosynthesis of cofactors
slr0091,syn01240,Biosynthesis of cofactors
slr0118,syn01240,Biosynthesis of cofactors
slr0185,syn01240,Biosynthesis of cofactors
slr0204,syn01240,Biosynthesis of cofactors
slr0216,syn01240,Biosynthesis of cofactors
slr0239,syn01240,Biosynthesis of cofactors
slr0252,syn01240,Biosynthesis of cofactors
slr0260,syn01240,Biosynthesis of cofactors
slr0355,syn01240,Biosynthesis of cofactors
slr0387,syn01240,Biosynthesis of cofactors
slr0400,syn01240,Biosynthesis of cofactors
slr0406,syn01240,Biosynthesis of cofactors
slr0426,syn01240,Biosynthesis of cofactors
slr0492,syn01240,Biosynthesis of cofactors
slr0493,syn01240,Biosynthesis of cofactors
slr0523,syn01240,Biosynthesis of cofactors
slr0526,syn01240,Biosynthesis of cofactors
slr0536,syn01240,Biosynthesis of cofactors
slr0553,syn01240,Biosynthesis of cofactors
slr0618,syn01240,Biosynthesis of cofactors
slr0633,syn01240,Biosynthesis of cofactors
slr0636,syn01240,Biosynthesis of cofactors
slr0812,syn01240,Biosynthesis of cofactors
slr0817,syn01240,Biosynthesis of cofactors
slr0839,syn01240,Biosynthesis of cofactors
slr0847,syn01240,Biosynthesis of cofactors
slr0886,syn01240,Biosynthesis of cofactors
slr0887,syn01240,Biosynthesis of cofactors
slr0900,syn01240,Biosynthesis of cofactors
slr0901,syn01240,Biosynthesis of cofactors
slr0902,syn01240,Biosynthesis of cofactors
slr0903,syn01240,Biosynthesis of cofactors
slr0917,syn01240,Biosynthesis of cofactors
slr0926,syn01240,Biosynthesis of cofactors
slr0936,syn01240,Biosynthesis of cofactors
slr0942,syn01240,Biosynthesis of cofactors
slr0969,syn01240,Biosynthesis of cofactors
slr0994,syn01240,Biosynthesis of cofactors
slr1051,syn01240,Biosynthesis of cofactors
slr1093,syn01240,Biosynthesis of cofactors
slr1096,syn01240,Biosynthesis of cofactors
slr1099,syn01240,Biosynthesis of cofactors
slr1211,syn01240,Biosynthesis of cofactors
slr1238,syn01240,Biosynthesis of cofactors
slr1299,syn01240,Biosynthesis of cofactors
slr1300,syn01240,Biosynthesis of cofactors
slr1332,syn01240,Biosynthesis of cofactors
slr1364,syn01240,Biosynthesis of cofactors
slr1368,syn01240,Biosynthesis of cofactors
slr1418,syn01240,Biosynthesis of cofactors
slr1467,syn01240,Biosynthesis of cofactors
slr1476,syn01240,Biosynthesis of cofactors
slr1518,syn01240,Biosynthesis of cofactors
slr1538,syn01240,Biosynthesis of cofactors
slr1598,syn01240,Biosynthesis of cofactors
slr1616,syn01240,Biosynthesis of cofactors
slr1626,syn01240,Biosynthesis of cofactors
slr1691,syn01240,Biosynthesis of cofactors
slr1718,syn01240,Biosynthesis of cofactors
slr1736,syn01240,Biosynthesis of cofactors
slr1737,syn01240,Biosynthesis of cofactors
slr1743,syn01240,Biosynthesis of cofactors
slr1748,syn01240,Biosynthesis of cofactors
slr1779,syn01240,Biosynthesis of cofactors
slr1787,syn01240,Biosynthesis of cofactors
slr1790,syn01240,Biosynthesis of cofactors
slr1808,syn01240,Biosynthesis of cofactors
slr1879,syn01240,Biosynthesis of cofactors
slr1882,syn01240,Biosynthesis of cofactors
slr1887,syn01240,Biosynthesis of cofactors
slr1925,syn01240,Biosynthesis of cofactors
slr1979,syn01240,Biosynthesis of cofactors
slr2026,syn01240,Biosynthesis of cofactors
slr2121,syn01240,Biosynthesis of cofactors
sll0083,syn01250,Biosynthesis of nucleotide sugars
sll0084,syn01250,Biosynthesis of nucleotide sugars
sll0207,syn01250,Biosynthesis of nucleotide sugars
sll0220,syn01250,Biosynthesis of nucleotide sugars
sll0244,syn01250,Biosynthesis of nucleotide sugars
sll0593,syn01250,Biosynthesis of nucleotide sugars
sll0726,syn01250,Biosynthesis of nucleotide sugars
sll0899,syn01250,Biosynthesis of nucleotide sugars
sll1212,syn01250,Biosynthesis of nucleotide sugars
sll1213,syn01250,Biosynthesis of nucleotide sugars
sll1370,syn01250,Biosynthesis of nucleotide sugars
sll1395,syn01250,Biosynthesis of nucleotide sugars
sll1558,syn01250,Biosynthesis of nucleotide sugars
sll1758,syn01250,Biosynthesis of nucleotide sugars
slr0017,syn01250,Biosynthesis of nucleotide sugars
slr0329,syn01250,Biosynthesis of nucleotide sugars
slr0493,syn01250,Biosynthesis of nucleotide sugars
slr0624,syn01250,Biosynthesis of nucleotide sugars
slr0809,syn01250,Biosynthesis of nucleotide sugars
slr0836,syn01250,Biosynthesis of nucleotide sugars
slr0862,syn01250,Biosynthesis of nucleotide sugars
slr0983,syn01250,Biosynthesis of nucleotide sugars
slr0984,syn01250,Biosynthesis of nucleotide sugars
slr0985,syn01250,Biosynthesis of nucleotide sugars
slr1020,syn01250,Biosynthesis of nucleotide sugars
slr1067,syn01250,Biosynthesis of nucleotide sugars
slr1072,syn01250,Biosynthesis of nucleotide sugars
slr1078,syn01250,Biosynthesis of nucleotide sugars
slr1176,syn01250,Biosynthesis of nucleotide sugars
slr1179,syn01250,Biosynthesis of nucleotide sugars
slr1299,syn01250,Biosynthesis of nucleotide sugars
slr1349,syn01250,Biosynthesis of nucleotide sugars
slr1424,syn01250,Biosynthesis of nucleotide sugars
slr1448,syn01250,Biosynthesis of nucleotide sugars
slr1615,syn01250,Biosynthesis of nucleotide sugars
slr1933,syn01250,Biosynthesis of nucleotide sugars
slr2074,syn01250,Biosynthesis of nucleotide sugars
slr2114,syn01250,Biosynthesis of nucleotide sugars
sll0002,syn01501,beta-Lactam resistance
sll1833,syn01501,beta-Lactam resistance
slr0121,syn01501,beta-Lactam resistance
slr0319,syn01501,beta-Lactam resistance
sll0034,syn01502,Vancomycin resistance
sll0657,syn01502,Vancomycin resistance
slr0827,syn01502,Vancomycin resistance
slr1351,syn01502,Vancomycin resistance
slr1656,syn01502,Vancomycin resistance
slr1679,syn01502,Vancomycin resistance
slr1874,syn01502,Vancomycin resistance
sll0379,syn01503,Cationic antimicrobial peptide (CAMP) resistance
slr0891,syn01503,Cationic antimicrobial peptide (CAMP) resistance
slr1744,syn01503,Cationic antimicrobial peptide (CAMP) resistance
slr1910,syn01503,Cationic antimicrobial peptide (CAMP) resistance
sll0146,syn02010,ABC transporters
sll0182,syn02010,ABC transporters
sll0237,syn02010,ABC transporters
sll0238,syn02010,ABC transporters
sll0240,syn02010,ABC transporters
sll0374,syn02010,ABC transporters
sll0382,syn02010,ABC transporters
sll0383,syn02010,ABC transporters
sll0384,syn02010,ABC transporters
sll0385,syn02010,ABC transporters
sll0496,syn02010,ABC transporters
sll0540,syn02010,ABC transporters
sll0574,syn02010,ABC transporters
sll0575,syn02010,ABC transporters
sll0679,syn02010,ABC transporters
sll0680,syn02010,ABC transporters
sll0681,syn02010,ABC transporters
sll0682,syn02010,ABC transporters
sll0683,syn02010,ABC transporters
sll0684,syn02010,ABC transporters
sll0738,syn02010,ABC transporters
sll0739,syn02010,ABC transporters
sll0751,syn02010,ABC transporters
sll0752,syn02010,ABC transporters
sll0764,syn02010,ABC transporters
sll1001,syn02010,ABC transporters
sll1002,syn02010,ABC transporters
sll1041,syn02010,ABC transporters
sll1180,syn02010,ABC transporters
sll1270,syn02010,ABC transporters
sll1450,syn02010,ABC transporters
sll1451,syn02010,ABC transporters
sll1452,syn02010,ABC transporters
sll1453,syn02010,ABC transporters
sll1598,syn02010,ABC transporters
sll1599,syn02010,ABC transporters
sll1600,syn02010,ABC transporters
sll1623,syn02010,ABC transporters
sll1878,syn02010,ABC transporters
slr0040,syn02010,ABC transporters
slr0041,syn02010,ABC transporters
slr0043,syn02010,ABC transporters
slr0044,syn02010,ABC transporters
slr0251,syn02010,ABC transporters
slr0327,syn02010,ABC transporters
slr0354,syn02010,ABC transporters
slr0447,syn02010,ABC transporters
slr0467,syn02010,ABC transporters
slr0513,syn02010,ABC transporters
slr0529,syn02010,ABC transporters
slr0530,syn02010,ABC transporters
slr0531,syn02010,ABC transporters
slr0559,syn02010,ABC transporters
slr0615,syn02010,ABC transporters
slr0747,syn02010,ABC transporters
slr0882,syn02010,ABC transporters
slr0949,syn02010,ABC transporters
slr0977,syn02010,ABC transporters
slr0982,syn02010,ABC transporters
slr1045,syn02010,ABC transporters
slr1149,syn02010,ABC transporters
slr1200,syn02010,ABC transporters
slr1201,syn02010,ABC transporters
slr1202,syn02010,ABC transporters
slr1224,syn02010,ABC transporters
slr1247,syn02010,ABC transporters
slr1248,syn02010,ABC transporters
slr1249,syn02010,ABC transporters
slr1250,syn02010,ABC transporters
slr1295,syn02010,ABC transporters
slr1344,syn02010,ABC transporters
slr1365,syn02010,ABC transporters
slr1452,syn02010,ABC transporters
slr1453,syn02010,ABC transporters
slr1454,syn02010,ABC transporters
slr1455,syn02010,ABC transporters
slr1723,syn02010,ABC transporters
slr1735,syn02010,ABC transporters
slr1881,syn02010,ABC transporters
slr1897,syn02010,ABC transporters
slr1978,syn02010,ABC transporters
slr2043,syn02010,ABC transporters
slr2044,syn02010,ABC transporters
slr2045,syn02010,ABC transporters
slr2107,syn02010,ABC transporters
slr2108,syn02010,ABC transporters
sll0034,syn02020,Two-component system
sll0038,syn02020,Two-component system
sll0039,syn02020,Two-component system
sll0040,syn02020,Two-component system
sll0041,syn02020,Two-component system
sll0043,syn02020,Two-component system
sll0337,syn02020,Two-component system
sll0540,syn02020,Two-component system
sll0679,syn02020,Two-component system
sll0680,syn02020,Two-component system
sll0698,syn02020,Two-component system
sll0750,syn02020,Two-component system
sll0797,syn02020,Two-component system
sll0798,syn02020,Two-component system
sll0848,syn02020,Two-component system
sll1291,syn02020,Two-component system
sll1292,syn02020,Two-component system
sll1293,syn02020,Two-component system
sll1294,syn02020,Two-component system
sll1371,syn02020,Two-component system
sll1581,syn02020,Two-component system
sll1598,syn02020,Two-component system
sll1599,syn02020,Two-component system
sll1600,syn02020,Two-component system
sll1694,syn02020,Two-component system
sll1695,syn02020,Two-component system
sll1898,syn02020,Two-component system
slr0081,syn02020,Two-component system
slr0115,syn02020,Two-component system
slr0288,syn02020,Two-component system
slr0328,syn02020,Two-component system
slr0473,syn02020,Two-component system
slr0474,syn02020,Two-component system
slr0624,syn02020,Two-component system
slr0640,syn02020,Two-component system
slr0721,syn02020,Two-component system
slr0793,syn02020,Two-component system
slr0794,syn02020,Two-component system
slr0795,syn02020,Two-component system
slr0796,syn02020,Two-component system
slr0897,syn02020,Two-component system
slr0947,syn02020,Two-component system
slr1041,syn02020,Two-component system
slr1042,syn02020,Two-component system
slr1043,syn02020,Two-component system
slr1044,syn02020,Two-component system
slr1214,syn02020,Two-component system
slr1247,syn02020,Two-component system
slr1350,syn02020,Two-component system
slr1379,syn02020,Two-component system
slr1380,syn02020,Two-component system
slr1456,syn02020,Two-component system
slr1679,syn02020,Two-component system
slr1728,syn02020,Two-component system
slr1729,syn02020,Two-component system
slr1730,syn02020,Two-component system
slr1731,syn02020,Two-component system
slr1756,syn02020,Two-component system
slr1837,syn02020,Two-component system
slr1969,syn02020,Two-component system
slr1993,syn02020,Two-component system
slr2079,syn02020,Two-component system
ssl0707,syn02020,Two-component system
sll0312,syn02024,Quorum sensing
sll0616,syn02024,Quorum sensing
sll0833,syn02024,Quorum sensing
sll1371,syn02024,Quorum sensing
sll1641,syn02024,Quorum sensing
sll1699,syn02024,Quorum sensing
sll1768,syn02024,Quorum sensing
sll1814,syn02024,Quorum sensing
sll1927,syn02024,Quorum sensing
slr0055,syn02024,Quorum sensing
slr0066,syn02024,Quorum sensing
slr0324,syn02024,Quorum sensing
slr0401,syn02024,Quorum sensing
slr0535,syn02024,Quorum sensing
slr0738,syn02024,Quorum sensing
slr1019,syn02024,Quorum sensing
slr1471,syn02024,Quorum sensing
slr1531,syn02024,Quorum sensing
slr1609,syn02024,Quorum sensing
slr1740,syn02024,Quorum sensing
slr2102,syn02024,Quorum sensing
ssl3335,syn02024,Quorum sensing
ssr3307,syn02024,Quorum sensing
ssr3341,syn02024,Quorum sensing
rrn16Sa,syn03010,Ribosome
rrn16Sb,syn03010,Ribosome
rrn23Sa,syn03010,Ribosome
rrn23Sb,syn03010,Ribosome
rrn5Sa,syn03010,Ribosome
rrn5Sb,syn03010,Ribosome
sll0767,syn03010,Ribosome
sll1096,syn03010,Ribosome
sll1097,syn03010,Ribosome
sll1101,syn03010,Ribosome
sll1244,syn03010,Ribosome
sll1260,syn03010,Ribosome
sll1740,syn03010,Ribosome
sll1743,syn03010,Ribosome
sll1744,syn03010,Ribosome
sll1745,syn03010,Ribosome
sll1746,syn03010,Ribosome
sll1767,syn03010,Ribosome
sll1799,syn03010,Ribosome
sll1800,syn03010,Ribosome
sll1801,syn03010,Ribosome
sll1802,syn03010,Ribosome
sll1803,syn03010,Ribosome
sll1804,syn03010,Ribosome
sll1805,syn03010,Ribosome
sll1806,syn03010,Ribosome
sll1807,syn03010,Ribosome
sll1808,syn03010,Ribosome
sll1809,syn03010,Ribosome
sll1810,syn03010,Ribosome
sll1811,syn03010,Ribosome
sll1812,syn03010,Ribosome
sll1813,syn03010,Ribosome
sll1816,syn03010,Ribosome
sll1817,syn03010,Ribosome
sll1819,syn03010,Ribosome
sll1821,syn03010,Ribosome
sll1822,syn03010,Ribosome
sll1824,syn03010,Ribosome
slr0469,syn03010,Ribosome
slr0628,syn03010,Ribosome
slr1356,syn03010,Ribosome
slr1678,syn03010,Ribosome
slr1984,syn03010,Ribosome
sml0006,syn03010,Ribosome
smr0011,syn03010,Ribosome
ssl0601,syn03010,Ribosome
ssl1426,syn03010,Ribosome
ssl1784,syn03010,Ribosome
ssl2233,syn03010,Ribosome
ssl3432,syn03010,Ribosome
ssl3436,syn03010,Ribosome
ssl3437,syn03010,Ribosome
ssl3445,syn03010,Ribosome
ssr0482,syn03010,Ribosome
ssr1398,syn03010,Ribosome
ssr1399,syn03010,Ribosome
ssr1604,syn03010,Ribosome
ssr1736,syn03010,Ribosome
ssr2799,syn03010,Ribosome
sll0058,syn03018,RNA degradation
sll0170,syn03018,RNA degradation
sll0290,syn03018,RNA degradation
sll0416,syn03018,RNA degradation
sll1043,syn03018,RNA degradation
sll1910,syn03018,RNA degradation
sll1932,syn03018,RNA degradation
slr0083,syn03018,RNA degradation
slr0551,syn03018,RNA degradation
slr0752,syn03018,RNA degradation
slr1129,syn03018,RNA degradation
slr1536,syn03018,RNA degradation
slr2076,syn03018,RNA degradation
ssr3341,syn03018,RNA degradation
sll1787,syn03020,RNA polymerase
sll1789,syn03020,RNA polymerase
sll1818,syn03020,RNA polymerase
slr1265,syn03020,RNA polymerase
ssl2982,syn03020,RNA polymerase
sll0544,syn03030,DNA replication
sll1209,syn03030,DNA replication
sll1360,syn03030,DNA replication
sll1572,syn03030,DNA replication
sll1868,syn03030,DNA replication
slr0080,syn03030,DNA replication
slr0446,syn03030,DNA replication
slr0603,syn03030,DNA replication
slr0833,syn03030,DNA replication
slr0925,syn03030,DNA replication
slr0965,syn03030,DNA replication
slr1130,syn03030,DNA replication
sll0194,syn03060,Protein export
sll0616,syn03060,Protein export
sll0716,syn03060,Protein export
sll1814,syn03060,Protein export
slr0774,syn03060,Protein export
slr0775,syn03060,Protein export
slr1046,syn03060,Protein export
slr1366,syn03060,Protein export
slr1377,syn03060,Protein export
slr1471,syn03060,Protein export
slr1531,syn03060,Protein export
slr2102,syn03060,Protein export
ssl2823,syn03060,Protein export
ssl3335,syn03060,Protein export
ssr3307,syn03060,Protein export
sll0194,syn03070,Bacterial secretion system
sll0616,syn03070,Bacterial secretion system
sll1180,syn03070,Bacterial secretion system
sll1181,syn03070,Bacterial secretion system
sll1814,syn03070,Bacterial secretion system
slr0774,syn03070,Bacterial secretion system
slr0775,syn03070,Bacterial secretion system
slr1046,syn03070,Bacterial secretion system
slr1471,syn03070,Bacterial secretion system
slr1531,syn03070,Bacterial secretion system
slr2102,syn03070,Bacterial secretion system
ssl2823,syn03070,Bacterial secretion system
ssl3335,syn03070,Bacterial secretion system
ssr3307,syn03070,Bacterial secretion system
sll1209,syn03410,Base excision repair
sll1354,syn03410,Base excision repair
sll1854,syn03410,Base excision repair
slr0231,syn03410,Base excision repair
slr1689,syn03410,Base excision repair
slr1822,syn03410,Base excision repair
sll0377,syn03420,Nucleotide excision repair
sll0459,syn03420,Nucleotide excision repair
sll0865,syn03420,Nucleotide excision repair
sll1121,syn03420,Nucleotide excision repair
sll1143,syn03420,Nucleotide excision repair
sll1209,syn03420,Nucleotide excision repair
slr1844,syn03420,Nucleotide excision repair
sll0544,syn03430,Mismatch repair
sll0729,syn03430,Mismatch repair
sll1121,syn03430,Mismatch repair
sll1143,syn03430,Mismatch repair
sll1165,syn03430,Mismatch repair
sll1209,syn03430,Mismatch repair
sll1354,syn03430,Mismatch repair
sll1360,syn03430,Mismatch repair
sll1572,syn03430,Mismatch repair
sll1772,syn03430,Mismatch repair
slr0446,syn03430,Mismatch repair
slr0603,syn03430,Mismatch repair
slr0925,syn03430,Mismatch repair
slr0965,syn03430,Mismatch repair
slr1199,syn03430,Mismatch repair
slr1803,syn03430,Mismatch repair
sll0270,syn03440,Homologous recombination
sll0544,syn03440,Homologous recombination
sll0569,syn03440,Homologous recombination
sll0613,syn03440,Homologous recombination
sll0876,syn03440,Homologous recombination
sll0896,syn03440,Homologous recombination
sll1277,syn03440,Homologous recombination
sll1354,syn03440,Homologous recombination
sll1360,syn03440,Homologous recombination
sll1572,syn03440,Homologous recombination
sll7106,syn03440,Homologous recombination
slr0020,syn03440,Homologous recombination
slr0181,syn03440,Homologous recombination
slr0446,syn03440,Homologous recombination
slr0603,syn03440,Homologous recombination
slr0925,syn03440,Homologous recombination
slr0965,syn03440,Homologous recombination
slr1426,syn03440,Homologous recombination
sll0704,syn04122,Sulfur relay system
sll0844,syn04122,Sulfur relay system
sll1536,syn04122,Sulfur relay system
slr0387,syn04122,Sulfur relay system
slr0821,syn04122,Sulfur relay system
slr0901,syn04122,Sulfur relay system
slr0902,syn04122,Sulfur relay system
slr0903,syn04122,Sulfur relay system
ssr0102,syn04122,Sulfur relay system
ssr1527,syn04122,Sulfur relay system
