uniprot_id,entry_name,protein,gene_name,organism,length,gene_names_(ordered_locus),gene_name_short,pathway,gene_ontology_ids,subcellular_location_[cc],interacts_with,locus
P27724,NDHH_SYNY3,NAD(P)H-quinone oxidoreductase subunit H (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase subunit H) (NDH-1 subunit H) (NDH-H),ndhH slr0261,Synechocystis sp. (strain PCC 6803 / Kazusa),394,slr0261,ndhH,NA,GO:0008137; GO:0019684; GO:0031676; GO:0048038; GO:0051287,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000305|PubMed:16287171}; Peripheral membrane protein {ECO:0000305|PubMed:16287171}; Cytoplasmic side {ECO:0000305|PubMed:16287171}.,NA,slr0261
P28463,HEM1_SYNY3,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),hemA slr1808,Synechocystis sp. (strain PCC 6803 / Kazusa),427,slr1808,hemA,PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; 5-aminolevulinate from L-glutamyl-tRNA(Glu): step 1/2. {ECO:0000255|HAMAP-Rule:MF_00087}.; PATHWAY: Porphyrin-containing compound metabolism; chlorophyll biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00087}.,GO:0006782; GO:0008883; GO:0015995; GO:0050661,NA,NA,slr1808
P29254,PSAA_SYNY3,Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA),psaA slr1834,Synechocystis sp. (strain PCC 6803 / Kazusa),751,slr1834,psaA,NA,GO:0000287; GO:0009055; GO:0015979; GO:0016021; GO:0016168; GO:0030094; GO:0031676; GO:0051539,SUBCELLULAR LOCATION: Cellular thylakoid membrane; Multi-pass membrane protein.,NA,slr1834
P29273,CRTI_SYNY3,Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase),pds crtD slr1254,Synechocystis sp. (strain PCC 6803 / Kazusa),472,slr1254,pds,PATHWAY: Carotenoid biosynthesis; lycopene biosynthesis.,GO:0005886; GO:0009635; GO:0016117; GO:0016166; GO:0016491,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.,NA,slr1254
P54205,RBL_SYNY3,Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39),cbbL rbcL slr0009,Synechocystis sp. (strain PCC 6803 / Kazusa),470,slr0009,cbbL,NA,GO:0000287; GO:0004497; GO:0009853; GO:0016984; GO:0019253; GO:0031470,"SUBCELLULAR LOCATION: Carboxysome {ECO:0000255|HAMAP-Rule:MF_01338, ECO:0000269|PubMed:11859847, ECO:0000269|PubMed:17993516}. Note=This cyanobacterium makes beta-type carboxysomes (PubMed:17993516). In the carboxysome RuBisCO is organized into a paracrystalline array (By similarity). {ECO:0000250|UniProtKB:Q31NB3, ECO:0000269|PubMed:17993516}.",P52231,slr0009
P55037,GLTB_SYNY3,Ferredoxin-dependent glutamate synthase 1 (EC 1.4.7.1) (Fd-GOGAT),gltB sll1502,Synechocystis sp. (strain PCC 6803 / Kazusa),1550,sll1502,gltB,PATHWAY: Amino-acid biosynthesis; L-glutamate biosynthesis via GLT pathway; L-glutamate from 2-oxoglutarate and L-glutamine (ferredoxin route): step 1/1.; PATHWAY: Energy metabolism; nitrogen metabolism.,GO:0006537; GO:0015930; GO:0016041; GO:0016491; GO:0019676; GO:0046872; GO:0051538; GO:0097054,NA,P52231,sll1502
P72575,PSBX_SYNY3,Photosystem II reaction center X protein,psbX sml0002,Synechocystis sp. (strain PCC 6803 / Kazusa),39,sml0002,psbX,NA,GO:0015979; GO:0016021; GO:0030096; GO:0031676,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000250, ECO:0000269|PubMed:12069591}; Single-pass membrane protein {ECO:0000250}.",NA,sml0002
P72659,PNP_SYNY3,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase),pnp sll1043,Synechocystis sp. (strain PCC 6803 / Kazusa),718,sll1043,pnp,NA,GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006401; GO:0006402,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01595}. Note=Some of the protein cosediments with polysomes. {ECO:0000269|PubMed:27215789}.,NA,sll1043
P72740,DLDH_SYNY3,Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (LPD) (E3 component of pyruvate complex),lpdA pdhD slr1096,Synechocystis sp. (strain PCC 6803 / Kazusa),474,slr1096,lpdA,NA,GO:0004148; GO:0005886; GO:0006096; GO:0045454; GO:0050660,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Periplasmic side {ECO:0000250}.,NA,slr1096
P72760,CCMK1_SYNY3,Carboxysome shell protein CcmK1 (Carbon dioxide-concentrating mechanism protein CcmK1),ccmK1 sll1029,Synechocystis sp. (strain PCC 6803 / Kazusa),111,sll1029,ccmK1,NA,GO:0015977; GO:0015979; GO:0031470; GO:0043886,"SUBCELLULAR LOCATION: Carboxysome {ECO:0000255|HAMAP-Rule:MF_00854, ECO:0000305|PubMed:18292340}. Note=This cyanobacterium makes beta-type carboxysomes (Probable). Forms walls in the polyhedral carboxysome (Probable). {ECO:0000305|PubMed:17993516, ECO:0000305|PubMed:18292340, ECO:0000305|PubMed:19177356, ECO:0000305|PubMed:24419393}.",NA,sll1029
P72793,HEMJ_SYNY3,Protoporphyrinogen IX oxidase (PPO) (Protox) (EC 1.3.99.-),hemJ slr1790,Synechocystis sp. (strain PCC 6803 / Kazusa),210,slr1790,hemJ,PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; protoporphyrin-IX from protoporphyrinogen-IX: step 1/1. {ECO:0000305|PubMed:29925590}.,GO:0005887; GO:0006782; GO:0046872; GO:0070818,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29925590}; Multi-pass membrane protein {ECO:0000255}.,NA,slr1790
P72827,FUTA1_SYNY3,Iron uptake protein A1,futA1 slr1295,Synechocystis sp. (strain PCC 6803 / Kazusa),360,slr1295,futA1,NA,GO:0006811; GO:0031676; GO:0046872; GO:0055072,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Note=Localization to the periplasm was not detected in PubMed:12368463. {ECO:0000269|PubMed:12368463, ECO:0000269|PubMed:16287171, ECO:0000269|PubMed:16400685}.",NA,slr1295
P72830,PFKA1_SYNY3,ATP-dependent 6-phosphofructokinase 1 (ATP-PFK 1) (Phosphofructokinase 1) (EC 2.7.1.11) (Phosphohexokinase 1),pfkA1 pfkA sll1196,Synechocystis sp. (strain PCC 6803 / Kazusa),361,sll1196,pfkA1,PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 3/4. {ECO:0000255|HAMAP-Rule:MF_01976}.,GO:0003872; GO:0005524; GO:0005945; GO:0006002; GO:0016208; GO:0030388; GO:0042802; GO:0046872; GO:0047334; GO:0048029; GO:0061621; GO:0070095,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01976}.,NA,sll1196
P72848,HEM6_SYNY3,Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3),hemF sll1185,Synechocystis sp. (strain PCC 6803 / Kazusa),340,sll1185,hemF,PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; protoporphyrinogen-IX from coproporphyrinogen-III (O2 route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00333}.,GO:0004109; GO:0005737; GO:0006782; GO:0015995; GO:0042803; GO:0046872,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00333}.,NA,sll1185
P72991,FTSH3_SYNY3,ATP-dependent zinc metalloprotease FtsH 3 (EC 3.4.24.-),ftsH3 slr1604,Synechocystis sp. (strain PCC 6803 / Kazusa),616,slr1604,ftsH3,NA,GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0009579; GO:0016021; GO:0016887; GO:0030163; GO:0031676,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01458, ECO:0000269|PubMed:12069591}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01458, ECO:0000269|PubMed:12069591}; Stromal side {ECO:0000255|HAMAP-Rule:MF_01458, ECO:0000269|PubMed:12069591}. Note=Some is found associated with photosystem II.",NA,slr1604
P73070,PSBJ_SYNY3,Photosystem II reaction center protein J (PSII-J),psbJ smr0008,Synechocystis sp. (strain PCC 6803 / Kazusa),39,smr0008,psbJ,NA,GO:0009523; GO:0009539; GO:0015979; GO:0016021; GO:0030096; GO:0031676,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01305, ECO:0000269|PubMed:11546758, ECO:0000269|PubMed:12069591, ECO:0000269|PubMed:8420932}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01305, ECO:0000305}.",NA,smr0008
P73093,PYG_SYNY3,Phycobilisome rod-core linker polypeptide CpcG,cpcG cpcG1 slr2051,Synechocystis sp. (strain PCC 6803 / Kazusa),249,slr2051,cpcG,NA,GO:0015979; GO:0030089; GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000269|PubMed:17468217}; Peripheral membrane protein {ECO:0000305|PubMed:17468217}; Cytoplasmic side {ECO:0000305|PubMed:17468217}. Note=The phycobilisome supercomplex detaches from the thylakoid easily. {ECO:0000269|PubMed:17468217}.,NA,slr2051
P73138,FRMA_SYNY3,S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284) (Alcohol dehydrogenase class-3) (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-),frmA sll0990,Synechocystis sp. (strain PCC 6803 / Kazusa),369,sll0990,frmA,NA,GO:0004024; GO:0005829; GO:0006069; GO:0008270; GO:0046294; GO:0051903; GO:0106321; GO:0106322,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,NA,sll0990
P73179,FTSH1_SYNY3,ATP-dependent zinc metalloprotease FtsH 1 (EC 3.4.24.-),ftsH1 slr1390,Synechocystis sp. (strain PCC 6803 / Kazusa),665,slr1390,ftsH1,NA,GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0009579; GO:0016021; GO:0016887; GO:0030163; GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01458}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01458}; Stromal side {ECO:0000255|HAMAP-Rule:MF_01458}.,NA,slr1390
P73204,PYR2_SYNY3,"Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 2 (LR30)",cpcC2 sll1579,Synechocystis sp. (strain PCC 6803 / Kazusa),273,sll1579,cpcC2,NA,GO:0015979; GO:0030089; GO:0031676,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=This protein occurs in the rod, it is associated with phycocyanin. {ECO:0000269|PubMed:31015331, ECO:0000305|PubMed:21923764}.",NA,sll1579
P73241,ATCS_SYNY3,Probable copper-transporting ATPase PacS (EC 7.2.2.8),pacS sll1920,Synechocystis sp. (strain PCC 6803 / Kazusa),745,sll1920,pacS,NA,GO:0005507; GO:0005524; GO:0005886; GO:0015677; GO:0016020; GO:0016021; GO:0016887; GO:0043682; GO:0055070; GO:0140581,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,P73213,sll1920
P73245,HEMW_SYNY3,Heme chaperone HemW (Oxygen-independent coproporphyrinogen-III oxidase-like protein sll1917),hemW sll1917,Synechocystis sp. (strain PCC 6803 / Kazusa),412,sll1917,hemW,NA,GO:0004109; GO:0005737; GO:0006779; GO:0046872; GO:0051537; GO:0051539,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9CGF7}.,NA,sll1917
P73302,KAD1_SYNY3,Adenylate kinase 1 (AK 1) (EC 2.7.4.3) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase 1) (Adenylate monophosphate kinase 1),adk1 sll1815,Synechocystis sp. (strain PCC 6803 / Kazusa),187,sll1815,adk1,PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from ADP: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00235}.,GO:0004017; GO:0004550; GO:0005524; GO:0005737; GO:0005829; GO:0009123; GO:0009132; GO:0016310; GO:0044209,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00235}.,NA,sll1815
P73335,DTD3_SYNY3,D-aminoacyl-tRNA deacylase (EC 3.1.1.96) (D-tyrosyl-tRNA deacylase),dtd3 sll1786,Synechocystis sp. (strain PCC 6803 / Kazusa),261,sll1786,dtd3,NA,GO:0004536; GO:0005829; GO:0019478; GO:0046872; GO:0051499,NA,NA,sll1786
P73390,PHAC_SYNY3,Poly(3-hydroxyalkanoate) polymerase subunit PhaC (PHA polymerase) (EC 2.3.1.-) (PHB synthase subunit PhaC) (Poly(3-hydroxybutyrate) polymerase subunit PhaC) (PHB polymerase) (Poly(hydroxyalkanoic acid) synthase subunit PhaC) (PHA synthase) (Polyhydroxyalkanoic acid synthase subunit PhaC),phaC phbC slr1830,Synechocystis sp. (strain PCC 6803 / Kazusa),378,slr1830,phaC,PATHWAY: Biopolymer metabolism; poly-(R)-3-hydroxybutanoate biosynthesis. {ECO:0000305|PubMed:9683655}.,GO:0005737; GO:0016746; GO:0042619,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,NA,slr1830
P73407,CCMK4_SYNY3,Carboxysome shell protein CcmK4 (Carbon dioxide-concentrating mechanism protein CcmK4),ccmK4 slr1839,Synechocystis sp. (strain PCC 6803 / Kazusa),112,slr1839,ccmK4,NA,GO:0015977; GO:0015979; GO:0031470; GO:0043886,"SUBCELLULAR LOCATION: Carboxysome {ECO:0000255|HAMAP-Rule:MF_00854, ECO:0000305|PubMed:16081736, ECO:0000305|PubMed:17993516, ECO:0000305|PubMed:19844993}. Note=This cyanobacterium makes beta-type carboxysomes. {ECO:0000305|PubMed:17993516}.",NA,slr1839
P73437,FTSH4_SYNY3,ATP-dependent zinc metalloprotease FtsH 4 (EC 3.4.24.-),ftsH4 sll1463,Synechocystis sp. (strain PCC 6803 / Kazusa),628,sll1463,ftsH4,NA,GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0009579; GO:0016021; GO:0016887; GO:0030163; GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000255|HAMAP-Rule:MF_01458}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01458}; Stromal side {ECO:0000255|HAMAP-Rule:MF_01458}.,NA,sll1463
P73456,FTSZ_SYNY3,Cell division protein FtsZ,ftsZ sll1633,Synechocystis sp. (strain PCC 6803 / Kazusa),430,sll1633,ftsZ,NA,GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0032506; GO:0042802; GO:0043093; GO:0051258; GO:0051301,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00909}. Note=Assembles at midcell at the inner surface of the cytoplasmic membrane. {ECO:0000255|HAMAP-Rule:MF_00909}.,P73456; Q55559,sll1633
P73545,PHAP_SYNY3,Phasin PhaP (GA13),phaP ssl2501,Synechocystis sp. (strain PCC 6803 / Kazusa),89,ssl2501,phaP,PATHWAY: Biopolymer metabolism; poly-(R)-3-hydroxybutanoate biosynthesis. {ECO:0000269|PubMed:25911471}.,GO:0031676; GO:0042619; GO:0070088,"SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000305|PubMed:16287171}; Peripheral membrane protein {ECO:0000305|PubMed:16287171}; Cytoplasmic side {ECO:0000305|PubMed:16287171}. Cytoplasm {ECO:0000269|PubMed:25911471}. Note=Distributed in cytoplasm during photoautotrophic growth, insoluble and associated with polyhydroxybutyrate (PHB) granules under nitrogen starvation (PubMed:25911471, PubMed:9683655). {ECO:0000269|PubMed:25911471, ECO:0000269|PubMed:9683655}.",NA,ssl2501
P73574,FABG_SYNY3,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase),fabG slr0886,Synechocystis sp. (strain PCC 6803 / Kazusa),247,slr0886,fabG,PATHWAY: Lipid metabolism; fatty acid biosynthesis.,GO:0004316; GO:0016616; GO:0030497; GO:0051287,NA,NA,slr0886
P73735,NDBB_SYNY3,Demethylphylloquinone reductase NdbB (EC 1.6.5.12),ndbB slr1743,Synechocystis sp. (strain PCC 6803 / Kazusa),404,slr1743,ndbB,PATHWAY: Cofactor biosynthesis; phylloquinone biosynthesis. {ECO:0000269|PubMed:26023160}.,GO:0003955; GO:0019646; GO:0042372,NA,NA,slr1743
P73810,TOP1_SYNY3,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme),topA slr2058,Synechocystis sp. (strain PCC 6803 / Kazusa),898,slr2058,topA,NA,GO:0003677; GO:0003917; GO:0006265; GO:0046872,NA,NA,slr2058
P73824,GPX2_SYNY3,Hydroperoxy fatty acid reductase Gpx2 (EC 1.11.1.22),gpx2 slr1992,Synechocystis sp. (strain PCC 6803 / Kazusa),154,slr1992,gpx2,NA,GO:0004602; GO:0006979,NA,NA,slr1992
P73825,THIL_SYNY3,Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Beta-ketothiolase PhaA),phaA slr1993,Synechocystis sp. (strain PCC 6803 / Kazusa),396,slr1993,phaA,PATHWAY: Biopolymer metabolism; poly-(R)-3-hydroxybutanoate biosynthesis. {ECO:0000269|PubMed:11010896}.,GO:0003985; GO:0006635; GO:0042619,NA,NA,slr1993
P73826,PHAB_SYNY3,Acetoacetyl-CoA reductase (EC 1.1.1.36),phaB slr1994,Synechocystis sp. (strain PCC 6803 / Kazusa),240,slr1994,phaB,PATHWAY: Biopolymer metabolism; poly-(R)-3-hydroxybutanoate biosynthesis. {ECO:0000269|PubMed:11010896}.,GO:0016616; GO:0018454; GO:0030497; GO:0042619,NA,NA,slr1994
P73881,COABC_SYNY3,Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)],coaBC dfp sll0250,Synechocystis sp. (strain PCC 6803 / Kazusa),402,sll0250,coaBC,PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 2/5. {ECO:0000255|HAMAP-Rule:MF_02225}.; PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 3/5. {ECO:0000255|HAMAP-Rule:MF_02225}.,GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513,NA,NA,sll0250
P73925,TRHBN_SYNY3,Group 1 truncated hemoglobin GlbN (Truncated Hb) (trHbN) (Cyanoglobin) (Hemoglobin) (Hb) (SynHb),glbN slr2097,Synechocystis sp. (strain PCC 6803 / Kazusa),124,slr2097,glbN,NA,GO:0005344; GO:0005737; GO:0008379; GO:0019825; GO:0020037; GO:0034599; GO:0045454; GO:0046872,NA,NA,slr2097
P73955,NADK1_SYNY3,NAD kinase 1 (EC 2.7.1.23) (ATP-dependent NAD kinase 1),nadK1 sll1415,Synechocystis sp. (strain PCC 6803 / Kazusa),307,sll1415,nadK1,NA,GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0016310; GO:0019674; GO:0046872; GO:0051287,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00361}.,NA,sll1415
P74061,RPE_SYNY3,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),rpe sll0807,Synechocystis sp. (strain PCC 6803 / Kazusa),230,sll0807,rpe,PATHWAY: Carbohydrate degradation. {ECO:0000255|HAMAP-Rule:MF_02227}.,GO:0004750; GO:0005829; GO:0009052; GO:0019323; GO:0044262; GO:0046872,NA,NA,sll0807
P74103,FRP_SYNY3,Fluorescence recovery protein (FRP),frp slr1964,Synechocystis sp. (strain PCC 6803 / Kazusa),109,slr1964,frp,NA,GO:0031676,SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000269|PubMed:20534537}; Peripheral membrane protein {ECO:0000269|PubMed:20534537}; Cytoplasmic side {ECO:0000305|PubMed:20534537}. Note=Very tightly associated with the membrane. {ECO:0000269|PubMed:20534537}.,P74102,slr1964
P74104,RIBBA_SYNY3,"Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]",ribBA ribA sll1894,Synechocystis sp. (strain PCC 6803 / Kazusa),556,sll1894,ribBA,PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 2-hydroxy-3-oxobutyl phosphate from D-ribulose 5-phosphate: step 1/1.; PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 5-amino-6-(D-ribitylamino)uracil from GTP: step 1/4.,GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231; GO:0030145,NA,NA,sll1894
P74122,ARGJ_SYNY3,Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)],argJ sll1883,Synechocystis sp. (strain PCC 6803 / Kazusa),413,sll1883,argJ,PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-ornithine and N-acetyl-L-glutamate from L-glutamate and N(2)-acetyl-L-ornithine (cyclic): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01106}.; PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)-acetyl-L-ornithine from L-glutamate: step 1/4. {ECO:0000255|HAMAP-Rule:MF_01106}.,GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0006592; GO:0103045,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01106}.,NA,sll1883
P74155,YIDC_SYNY3,Membrane protein insertase YidC (Alb3) (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC) (Oxa1) (SynYidC),yidC alb3 slr1471,Synechocystis sp. (strain PCC 6803 / Kazusa),384,slr1471,yidC,NA,GO:0005887; GO:0015031; GO:0032977; GO:0051205,"SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:16905652, ECO:0000269|PubMed:18600052}; Multi-pass membrane protein {ECO:0000269|PubMed:16905652, ECO:0000269|PubMed:18600052}.",NA,slr1471
P74165,BMGDS_SYNY3,"Beta-monoglucosyldiacylglycerol synthase (Beta-MGS) (MGlcDAG synthase) (EC 2.4.1.336) (UDP-glucose:1,2-diacylglycerol 3-beta-D-glucosyltransferase)",sll1377,Synechocystis sp. (strain PCC 6803 / Kazusa),479,sll1377,NA,NA,GO:0000287; GO:0005886; GO:0006071; GO:0016021; GO:0016758; GO:0046467,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,NA,sll1377
P74181,GGT_SYNY3,Glutathione hydrolase proenzyme (EC 3.4.19.13) (Gamma-glutamyltranspeptidase proenzyme) (EC 2.3.2.2) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain],ggt slr1269,Synechocystis sp. (strain PCC 6803 / Kazusa),518,slr1269,ggt,PATHWAY: Sulfur metabolism; glutathione metabolism.,GO:0006508; GO:0006750; GO:0006751; GO:0036374; GO:0102953; GO:0103068,NA,NA,slr1269
P74208,PYRG_SYNY3,CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase),pyrG sll1443,Synechocystis sp. (strain PCC 6803 / Kazusa),552,sll1443,pyrG,PATHWAY: Pyrimidine metabolism; CTP biosynthesis via de novo pathway; CTP from UDP: step 2/2. {ECO:0000255|HAMAP-Rule:MF_01227}.,GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0006241; GO:0006541; GO:0019856; GO:0042802; GO:0044210; GO:0046872,NA,NA,sll1443
P74217,NNR_SYNY3,Bifunctional NAD(P)H-hydrate repair enzyme Nnr (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)],nnr sll1433,Synechocystis sp. (strain PCC 6803 / Kazusa),524,sll1433,nnr,NA,GO:0005524; GO:0046496; GO:0046872; GO:0052855; GO:0052856; GO:0052857; GO:0110051,NA,NA,sll1433
P74240,RIR1_SYNY3,Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase),nrdA slr1164,Synechocystis sp. (strain PCC 6803 / Kazusa),767,slr1164,nrdA,PATHWAY: Genetic information processing; DNA replication.,GO:0004748; GO:0005524; GO:0005971; GO:0006260; GO:0009263,NA,NA,slr1164
