GeneID,psortB_localization,psortB_score,Process,Pathway,Protein,Entry,Entry.name,Status,Protein.names,Gene.names,EC.number,Catalytic.activity,Cofactor,Function..CC.,Gene.ontology..GO.,Gene.ontology..biological.process.,Gene.ontology..molecular.function.,Gene.ontology..cellular.component.,Gene.ontology.IDs,GRAVY,Length,ExposedAA,First60AA,Helices,Topology,MolWeight,Process.abbr,Pathway.abbr,location,start_bp,end_bp
sll0070,Cytoplasmic,9.97,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,phosphoribosylglycinamide formyltransferase,Q55135,PURU_SYNY3,reviewed,Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase),purU sll0070,3.5.1.10,CATALYTIC ACTIVITY: 10-formyltetrahydrofolate + H(2)O = formate + tetrahydrofolate. {ECO:0000255|HAMAP-Rule:MF_01927}.,NA,FUNCTION: Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4). {ECO:0000255|HAMAP-Rule:MF_01927}.,"amino acid binding [GO:0016597]; formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]; 'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]",'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730],"amino acid binding [GO:0016597]; formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]",NA,GO:0006189; GO:0016597; GO:0008864; GO:0016742; GO:0006730,-0.09577464788732,284,0.02,0,0,o,32.64,Nucleot,Purine ribonucleot,Chr,2567237,2568091
sll0071,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q55134,Q55134_SYNY3,unreviewed,Sll0071 protein,sll0071,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09009009009009,333,0.55,0.48,0,o,38.01,Hypoth,Hypothetical,Chr,2566142,2567143
sll0072,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q55133,Q55133_SYNY3,unreviewed,Sll0072 protein,sll0072,NA,NA,NA,NA,sequence-specific DNA binding [GO:0043565],NA,sequence-specific DNA binding [GO:0043565],NA,GO:0043565,-0.315859030837,227,2.48,2.19,0,o,25.81,Hypoth,Hypothetical,Chr,2565427,2566110
sll0078,Cytoplasmic,10,Translation,Aminoacyl tRNA synthetases and tRNA modification,threonyl-tRNA synthetase,Q55806,SYT_SYNY3,reviewed,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),thrS sll0078,6.1.1.3,CATALYTIC ACTIVITY: ATP + L-threonine + tRNA(Thr) = AMP + diphosphate + L-threonyl-tRNA(Thr).,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; ;  Note=Binds 1 zinc ion per subunit. {ECO:0000250};,NA,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; threonyl-tRNA aminoacylation [GO:0006435],threonyl-tRNA aminoacylation [GO:0006435],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829],cytoplasm [GO:0005737],GO:0005524; GO:0005737; GO:0046872; GO:0004829; GO:0006435,-0.34742951907131,603,0.09,0,0,o,68.89,Translat,Aminoacyl tRNA syn,Chr,2891201,2893012
sll0080,Cytoplasmic,9.97,Amino acid biosynthesis,Glutamate family / Nitrogen assimilation,N-acetyl-gamma-glutamyl-phosphate reductase,P54899,ARGC_SYNY3,reviewed,N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase),argC sll0080,1.2.1.38,CATALYTIC ACTIVITY: N-acetyl-L-glutamate 5-semialdehyde + NADP(+) + phosphate = N-acetyl-5-glutamyl phosphate + NADPH.,NA,NA,cytoplasm [GO:0005737]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; arginine biosynthetic process [GO:0006526],arginine biosynthetic process [GO:0006526],N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287],cytoplasm [GO:0005737],GO:0003942; GO:0051287; GO:0006526; GO:0005737,0.02792022792023,351,0.57,0.51,0,o,38.22,AminoAcids,Glutamate family /,Chr,2889265,2890320
sll0082,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,Q55800,Q55800_SYNY3,unreviewed,Sll0082 protein,sll0082,NA,NA,NA,NA,integral component of membrane [GO:0016021],NA,NA,integral component of membrane [GO:0016021],GO:0016021,-0.0271186440678,118,54.81,15.51,2,i60-78o88-110i,13.85,Hypoth,Hypothetical,Chr,2883920,2884276
sll0083,Cytoplasmic,9.26,Cell envelope,"Surface polysaccharides, lipopolysaccharides and antigens",phosphoheptose isomerase,Q55797,GMHA_SYNY3,reviewed,Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase),gmhA sll0083,5.3.1.28,CATALYTIC ACTIVITY: D-sedoheptulose 7-phosphate = D-glycero-D-manno-heptose 7-phosphate. {ECO:0000255|HAMAP-Rule:MF_00067}.,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_00067}; ;  Note=Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_00067};,FUNCTION: Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate. {ECO:0000255|HAMAP-Rule:MF_00067}.,cytoplasm [GO:0005737]; carbohydrate binding [GO:0030246]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061],carbohydrate metabolic process [GO:0005975]; D-glycero-D-manno-heptose 7-phosphate biosynthetic process [GO:2001061],carbohydrate binding [GO:0030246]; D-sedoheptulose 7-phosphate isomerase activity [GO:0008968]; zinc ion binding [GO:0008270],cytoplasm [GO:0005737],GO:2001061; GO:0008968; GO:0030246; GO:0005975; GO:0005737; GO:0008270,0.0020618556701,194,0.05,0.01,0,o,21.14,Envelope,Surface polysaccha,Chr,2879965,2880549
sll0084,Cytoplasmic,9.26,Amino acid biosynthesis,Aromatic amino acid family,putative phosphatase,NA,NA,NA,NA,sll0084,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09937888198758,161,0.38,0.08,0,o,17.39,AminoAcids,Aromatic amino aci,Chr,2879286,2879771
sll0085,CytoplasmicMembrane,9.27,Unknown,Unknown,unknown protein,Q55795,Q55795_SYNY3,unreviewed,Sll0085 protein,sll0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29975186104218,403,0.35,0.22,0,o,46.44,Unknown,Unknown,Chr,2878078,2879289
sll0086,Cytoplasmic,8.96,Other categories,Drug and analog sensitivity,putative arsenical pump-driving ATPase,Q55794,ARSA_SYNY3,reviewed,Putative arsenical pump-driving ATPase (EC 3.6.3.16) (Arsenical resistance ATPase) (Arsenite-translocating ATPase) (Arsenite-transporting ATPase),sll0086,3.6.3.16,CATALYTIC ACTIVITY: ATP + H(2)O + arsenite(In) = ADP + phosphate + arsenite(Out).,NA,FUNCTION: Anion-transporting ATPase. Catalyzes the extrusion of arsenite (By similarity). {ECO:0000250}.,arsenite-transmembrane transporting ATPase activity [GO:0015446]; ATP binding [GO:0005524]; response to arsenic-containing substance [GO:0046685],response to arsenic-containing substance [GO:0046685],arsenite-transmembrane transporting ATPase activity [GO:0015446]; ATP binding [GO:0005524],NA,GO:0005524; GO:0015446; GO:0046685,-0.25833333333333,396,0.01,0,0,o,44.63,Other,Drug and analog se,Chr,2876845,2878035
sll0088,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q55789,Q55789_SYNY3,unreviewed,Sll0088 protein,sll0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38083333333333,240,0.44,0.44,0,o,27.38,Hypoth,Hypothetical,Chr,2870696,2871418
sll0092,Cytoplasmic,8.96,Other categories,Transposon-related functions,putative transposase [ISY391c: 2997600 - 2998989],Q55893,Q55893_SYNY3,unreviewed,Transposase,sll0092,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34736842105263,228,0.16,0,0,i,26.03,Other,Transposon-related,Chr,2998239,2998925
sll0094,CytoplasmicMembrane,9.82,Regulatory functions,Regulatory functions,two-component sensor histidine kinase,Q55885,Q55885_SYNY3,unreviewed,Sensory transduction histidine kinase,sll0094,NA,NA,NA,NA,intracellular [GO:0005622]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155],NA,ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155],intracellular [GO:0005622],GO:0005524; GO:0005622; GO:0000155,-0.14617067833698,457,0.84,0.01,0,o,51.8,Regul,Regulatory functio,Chr,2990525,2991898
sll0095,CytoplasmicMembrane,10,Hypothetical,Hypothetical,hypothetical protein,Q55884,Y095_SYNY3,reviewed,Uncharacterized protein sll0095,sll0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01770244821092,531,42.21,0.08,2,o471-493i498-520o,60.74,Hypoth,Hypothetical,Chr,2988807,2990402
sll0096,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q55883,Q55883_SYNY3,unreviewed,Sll0096 protein,sll0096,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28191964285714,448,0,0,0,o,49.79,Hypoth,Hypothetical,Chr,2987263,2988609
sll0098,Cytoplasmic,9.97,Transcription,"RNA synthesis, modification, and DNA transcription",Probable dual-specificity RNA methyltransferase RlmN,Q55880,RLMN_SYNY3,reviewed,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN sll0098,2.1.1.192,CATALYTIC ACTIVITY: 2 S-adenosyl-L-methionine + adenine(2503) in 23S rRNA + 2 reduced [2Fe-2S] ferredoxin = S-adenosyl-L-homocysteine + L-methionine + 5'-deoxyadenosine + 2-methyladenine(2503) in 23S rRNA + 2 oxidized [2Fe-2S] ferredoxin. {ECO:0000255|HAMAP-Rule:MF_01849}.; CATALYTIC ACTIVITY: 2 S-adenosyl-L-methionine + adenine(37) in tRNA + 2 reduced [2Fe-2S] ferredoxin = S-adenosyl-L-homocysteine + L-methionine + 5'-deoxyadenosine + 2-methyladenine(37) in tRNA + 2 oxidized [2Fe-2S] ferredoxin. {ECO:0000255|HAMAP-Rule:MF_01849}.,COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000255|HAMAP-Rule:MF_01849}; ;  Note=Binds 1 [4Fe-4S] cluster. The cluster is coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine. {ECO:0000255|HAMAP-Rule:MF_01849};,FUNCTION: Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs. {ECO:0000255|HAMAP-Rule:MF_01849}.,"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; rRNA methyltransferase activity [GO:0008649]; tRNA (adenine-C2-)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; tRNA methyltransferase activity [GO:0008175]; rRNA base methylation [GO:0070475]",rRNA base methylation [GO:0070475],"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; rRNA methyltransferase activity [GO:0008649]; tRNA (adenine-C2-)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; tRNA methyltransferase activity [GO:0008175]",cytoplasm [GO:0005737],GO:0051539; GO:0005737; GO:0046872; GO:0070040; GO:0070475; GO:0019843; GO:0008649; GO:0002935; GO:0000049; GO:0008175,-0.14257142857143,350,0,0,0,o,38.87,Transcript,"RNA synthesis, mod",Chr,2983695,2984747
sll0099,Cytoplasmic,9.26,"Biosynthesis of cofactors, prosthetic groups, and carriers","Cobalamin, heme, phycobilin and porphyrin","precorrin-6y C5, 15-methyltransferase (decarboxylating)",NA,NA,NA,NA,sll0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06188235294118,425,2.88,0.02,0,o,46.29,Cofactors,"Cobalamin, heme, p",Chr,2982289,2983566
sll0100,Cytoplasmic,8.96,Amino acid biosynthesis,Glutamate family / Nitrogen assimilation,N-acyl-L-amino acid amidohydrolase,P54984,Y100_SYNY3,reviewed,Uncharacterized hydrolase sll0100 (EC 3.-.-.-),sll0100,3.-.-.-,NA,NA,NA,hydrolase activity [GO:0016787],NA,hydrolase activity [GO:0016787],NA,GO:0016787,-0.04071246819338,393,0.36,0,0,o,42.67,AminoAcids,Glutamate family /,Chr,2981009,2982190
sll0101,Unknown,2,Unknown,Unknown,unknown protein,Q55878,Q55878_SYNY3,unreviewed,Sll0101 protein,sll0101,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37941176470588,102,0,0,0,o,12.12,Unknown,Unknown,Chr,2980659,2980967
sll0102,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q55875,Q55875_SYNY3,unreviewed,Sll0102 protein,sll0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33463687150838,358,0,0,0,o,40.11,Hypoth,Hypothetical,Chr,2977086,2978162
sll0103,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,Q55874,Y103_SYNY3,reviewed,Uncharacterized protein sll0103,sll0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34261904761905,420,0,0,0,o,45.86,Hypoth,Hypothetical,Chr,2975741,2977003
sll0107,Cytoplasmic,9.26,Energy metabolism,Amino acids and amines,KHG/KDPG aldolase,NA,NA,NA,NA,sll0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33351648351648,182,2.39,0,0,o,19.08,Energy,Amino acids and am,Chr,2971475,2972023
sll0108,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,ammonium/methylammonium permease,P54147,Y108_SYNY3,reviewed,Putative ammonium transporter sll0108,sll0108,NA,NA,NA,NA,integral component of plasma membrane [GO:0005887]; ammonium transmembrane transporter activity [GO:0008519]; ammonium transmembrane transport [GO:0072488]; cellular response to nitrogen starvation [GO:0006995]; nitrogen utilization [GO:0019740]; organic cation transport [GO:0015695],ammonium transmembrane transport [GO:0072488]; cellular response to nitrogen starvation [GO:0006995]; nitrogen utilization [GO:0019740]; organic cation transport [GO:0015695],ammonium transmembrane transporter activity [GO:0008519],integral component of plasma membrane [GO:0005887],GO:0072488; GO:0008519; GO:0006995; GO:0005887; GO:0019740; GO:0015695,0.68481262327416,507,261.36,18.64,12,i42-64o86-108i128-150o180-202i211-230o245-267i280-302o317-339i346-363o367-389i402-419o434-456i,53.59,Transport,Transport and bind,Chr,2969677,2971200
sll0109,Cytoplasmic,9.97,Amino acid biosynthesis,Aromatic amino acid family,chorismate mutase,NA,NA,NA,NA,sll0109,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15354330708661,127,0,0,0,i,14.4,AminoAcids,Aromatic amino aci,Chr,2966154,2966537
sll0135,Cytoplasmic,9.26,Other categories,Other,putative 5&#x27;-methylthioadenosine phosphorylase,P0DJF8,MTAP_SYNY3,reviewed,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP),mtnP sll0135,2.4.2.28,CATALYTIC ACTIVITY: S-methyl-5'-thioadenosine + phosphate = adenine + S-methyl-5-thio-alpha-D-ribose 1-phosphate. {ECO:0000255|HAMAP-Rule:MF_01963}.,NA,"FUNCTION: Catalyzes the reversible phosphorylation of S-methyl-5'-thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S-adenosylmethionine. Has broad substrate specificity with 6-aminopurine nucleosides as preferred substrates. {ECO:0000255|HAMAP-Rule:MF_01963}.",cytoplasm [GO:0005737]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; L-methionine biosynthetic process from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]; purine-containing compound salvage [GO:0043101],L-methionine biosynthetic process from methylthioadenosine [GO:0019509]; purine-containing compound salvage [GO:0043101]; purine ribonucleoside salvage [GO:0006166],S-methyl-5-thioadenosine phosphorylase activity [GO:0017061],cytoplasm [GO:0005737],GO:0019509; GO:0017061; GO:0005737; GO:0006166; GO:0043101,0.06194968553459,318,0.94,0.74,0,o,34.49,Other,Other,Chr,2208778,2209734
sll0136,Cytoplasmic,9.97,Translation,"Degradation of proteins, peptides, and glycopeptides",aminopeptidase P,NA,NA,NA,NA,sll0136,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36190476190476,441,0.18,0.18,0,o,49.51,Translat,Degradation of pro,Chr,2207370,2208695
sll0140,Unknown,2,Unknown,Unknown,unknown protein,NA,NA,NA,NA,sll0140,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53275862068966,58,0.05,0.05,0,o,6.79,Unknown,Unknown,Chr,2202701,2202877
sll0141,CytoplasmicMembrane,9.99,Hypothetical,Hypothetical,hypothetical protein,P74462,P74462_SYNY3,unreviewed,Sll0141 protein,sll0141,NA,NA,NA,NA,membrane [GO:0016020]; transmembrane transport [GO:0055085],transmembrane transport [GO:0055085],NA,membrane [GO:0016020],GO:0016020; GO:0055085,-0.32890792291221,467,0.28,0.28,0,o,51.01,Hypoth,Hypothetical,Chr,2201147,2202550
sll0142,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,probable cation efflux system protein,P74461,P74461_SYNY3,unreviewed,Cation or drug efflux system protein,sll0142,NA,NA,NA,NA,integral component of membrane [GO:0016021]; transporter activity [GO:0005215],NA,transporter activity [GO:0005215],integral component of membrane [GO:0016021],GO:0016021; GO:0005215,0.38148837209302,1075,259.12,22.16,12,i19-41o345-367i374-391o395-414i468-490o495-517i555-574o890-909i916-935o939-961i992-1014o1024-1046i,115.21,Transport,Transport and bind,Chr,2197732,2200959
sll0144,Cytoplasmic,9.26,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,uridine monophosphate kinase,P74457,PYRH_SYNY3,reviewed,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),pyrH sll0144,2.7.4.22,CATALYTIC ACTIVITY: ATP + UMP = ADP + UDP. {ECO:0000255|HAMAP-Rule:MF_01220}.,NA,FUNCTION: Catalyzes the reversible phosphorylation of UMP to UDP. {ECO:0000255|HAMAP-Rule:MF_01220}.,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]; 'de novo' CTP biosynthetic process [GO:0044210],'de novo' CTP biosynthetic process [GO:0044210],ATP binding [GO:0005524]; UMP kinase activity [GO:0033862],cytoplasm [GO:0005737],GO:0044210; GO:0005524; GO:0033862; GO:0005737,0.24115384615385,260,0.13,0.04,0,o,27.65,Nucleot,Pyrimidine ribonuc,Chr,2192668,2193450
sll0145,Cytoplasmic,9.97,Translation,Protein modification and translation factors,ribosome releasing factor,P74456,RRF_SYNY3,reviewed,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),frr sll0145,NA,NA,NA,FUNCTION: Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another. {ECO:0000255|HAMAP-Rule:MF_00040}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; ribosomal large subunit binding [GO:0043023]; cytoplasmic translational termination [GO:0002184],cytoplasmic translational termination [GO:0002184],ribosomal large subunit binding [GO:0043023],cytoplasm [GO:0005737]; cytosol [GO:0005829],GO:0005737; GO:0002184; GO:0005829; GO:0043023,-0.53846153846154,182,0,0,0,o,20.19,Translat,Protein modificati,Chr,2192133,2192681
sll0146,CytoplasmicMembrane,10,Transport and binding proteins,Transport and binding proteins,"Integral membrane protein of the ABC-type, Nat permease for neutral amino acids",P74455,P74455_SYNY3,unreviewed,High-affinity branched-chain amino acid transport protein BraE,sll0146,NA,NA,NA,NA,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658]; branched-chain amino acid transport [GO:0015803],branched-chain amino acid transport [GO:0015803],branched-chain amino acid transmembrane transporter activity [GO:0015658],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],GO:0015658; GO:0015803; GO:0016021; GO:0005886,0.70887096774194,372,201.57,46.01,9,i5-27o31-53i60-82o133-155i175-197o207-229i259-281o296-318i339-361o,40.83,Transport,Transport and bind,Chr,2190933,2192051
sll0147,CytoplasmicMembrane,9.82,"Biosynthesis of cofactors, prosthetic groups, and carriers",Carotenoid,pgmB beta-phosphoglucomutase,P74454,P74454_SYNY3,unreviewed,Sll0147 protein,pgmB sll0147,NA,NA,NA,NA,oxidoreductase activity [GO:0016491],NA,oxidoreductase activity [GO:0016491],NA,GO:0016491,-0.16047904191617,668,0.26,0,0,o,76.29,Cofactors,Carotenoid,Chr,2188230,2190236
sll0148,CytoplasmicMembrane,9.82,Hypothetical,Hypothetical,hypothetical protein,P74453,P74453_SYNY3,unreviewed,Sll0148 protein,sll0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10367346938776,735,7.39,7.35,0,o,78.52,Hypoth,Hypothetical,Chr,2185870,2188077
sll0149,Cytoplasmic,8.96,Hypothetical,Hypothetical,hypothetical protein,P74452,P74452_SYNY3,unreviewed,Sll0149 protein,sll0149,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25513698630137,584,0.07,0.06,0,o,65.83,Hypoth,Hypothetical,Chr,2184030,2185784
