System,Process,Pathway,Protein,short_name,full_name,EC-class
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions,H16_B0212,h16_B0212,NAD-dependent aldehyde dehydrogenase,"K13877 aldH; 2,5-dioxopentanoate dehydrogenase"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions,H16_B0130,h16_B0130,"2,5-dioxovalerate dehydrogenase/2-oxoglutarate semialdehyde dehydrogenase","K13877 aldH; 2,5-dioxopentanoate dehydrogenase"
Metabolism,Carbohydrate metabolism,Pentose and glucuronate interconversions,H16_B1879,h16_B1879,"aldehyde dehydrogenase, NAD(P)-dependent",K22187 xylA; alpha-ketoglutaric semialdehyde dehydrogenase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_B1503,frcK,Fructokinase,K00847 E2.7.1.4; fructokinase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A1854,manC1,Mannose-1-phosphate guanylyltransferase,K16011 algA; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A2905,manC2,Mannose-1-phosphate guanylyltransferase,K16011 algA; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A2885,manB2,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A1847,manB1,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A2900,h16_A2900,"GDP-D-mannose 4,6 dehydratase","K01711 gmd; GDPmannose 4,6-dehydratase"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_B2000,h16_B2000,Ribulose-5-phosphate 4-epimerase or related epimerase or aldolase,K01628 fucA; L-fuculose-phosphate aldolase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A1896,h16_A1896,Ribulose-5-phosphate 4-epimerase or related epimerase or aldolase,K01628 fucA; L-fuculose-phosphate aldolase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A1691,h16_A1691,predicted oxidoreductas (related to aryl-alcoholdehydrogenases),K00064 E1.1.1.122; D-threo-aldose 1-dehydrogenase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_B1075,h16_B1075,3-Oxoacyl-[acyl-carrier-protein] reductase,K21883 lra5; 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A0999,fbp,"Fructose-1,6-bisphosphatase","K03841 FBP; fructose-1,6-bisphosphatase I"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,PHG422,cbbFp,"fructose-1,6-bisphosphate","K01086 fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_B1390,cbbF2,"Fructose-1,6-/sedoheptulose-1,7-bisphosphatase","K01086 fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A3186,h16_A3186,"aldehyde reductase, related to diketogulonate reductase",K00011 AKR1B; aldehyde reductase
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_B0278,fbaB,Fructose-bisphosphate aldolase class-I,"K01623 ALDO; fructose-bisphosphate aldolase, class I"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A0568,fba,Fructose-bisphosphate aldolase,"K01624 FBA; fructose-bisphosphate aldolase, class II"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_B1384,cbbA2,"Fructose-1,6-/sedoheptulose-1,7-bisphosphate aldolase","K01624 FBA; fructose-bisphosphate aldolase, class II"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,PHG416,cbbAp,"fructose-1,6-bisphosphate aldolase","K01624 FBA; fructose-bisphosphate aldolase, class II"
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A1047,tim,triosephosphate isomerase,K01803 TPI; triosephosphate isomerase (TIM)
Metabolism,Carbohydrate metabolism,Fructose and mannose metabolism,H16_A2899,h16_A2899,Nucleoside-diphosphate-sugar epimerase,K22252 tld; GDP-6-deoxy-D-talose 4-dehydrogenase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_A2863,galM,Aldose 1-epimerase,K01785 galM; aldose 1-epimerase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_B0226,galE,UDP-glucose 4-epimerase,K01784 galE; UDP-glucose 4-epimerase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_B0283,h16_B0283,UDP-glucose 4-epimerase,K01784 galE; UDP-glucose 4-epimerase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_A2752,galU,UTP-glucose-1-phosphate uridylyltransferase,K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_A2885,manB2,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_A1847,manB1,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_B2564,glk,Glucokinase,K00845 glk; glucokinase
Metabolism,Carbohydrate metabolism,Galactose metabolism,H16_A3186,h16_A3186,"aldehyde reductase, related to diketogulonate reductase",K00011 AKR1B; aldehyde reductase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A0802,ugd,UDP-glucose 6-dehydrogenase,K00012 UGDH; UDPglucose 6-dehydrogenase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A3012,gnl1,Gluconolactonase,K01053 E3.1.1.17; gluconolactonase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B1441,gnl3,Gluconolactonase,K01053 E3.1.1.17; gluconolactonase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0345,gnl2,Gluconolactonase,K01053 E3.1.1.17; gluconolactonase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A1691,h16_A1691,predicted oxidoreductas (related to aryl-alcoholdehydrogenases),K00064 E1.1.1.122; D-threo-aldose 1-dehydrogenase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A0324,fruA,"phosphotransferase system, fructose-specific component II","K02821 PTS-Ula-EIIA; PTS system, ascorbate-specific IIA component"
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A1495,h16_A1495,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B1534,h16_B1534,aldehyde dehydrogenase (NAD+),K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A0745,h16_A0745,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0737,h16_B0737,"aldehyde dehydrogenase, NAD-dependent",K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0833,h16_B0833,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0421,h16_B0421,"aldehyde dehydrogenase, NAD(P)-dependent",K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B2444,h16_B2444,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B1735,h16_B1735,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B1751,h16_B1751,NAD-dependent aldehyde dehydrogenase,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B1835,h16_B1835,aldehyde dehydrogenase family protein,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_A3345,h16_A3345,aldehyde dehydrogenase family,K00128 ALDH; aldehyde dehydrogenase (NAD+)
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0127,h16_B0127,glucarate dehydratase,K01706 gudD; glucarate dehydratase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0213,dapA2,dihydrodipicolinate synthase,K13876 araD; 2-keto-3-deoxy-L-arabinonate dehydratase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0322,h16_B0322,"aldehyde dehydrogenase, NAD-dependent","K13877 aldH; 2,5-dioxopentanoate dehydrogenase"
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0212,h16_B0212,NAD-dependent aldehyde dehydrogenase,"K13877 aldH; 2,5-dioxopentanoate dehydrogenase"
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0130,h16_B0130,"2,5-dioxovalerate dehydrogenase/2-oxoglutarate semialdehyde dehydrogenase","K13877 aldH; 2,5-dioxopentanoate dehydrogenase"
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0131,h16_B0131,5-Dehydro-4-deoxyglucarate dehydratase,K01707 kdgD; 5-dehydro-4-deoxyglucarate dehydratase
Metabolism,Carbohydrate metabolism,Ascorbate and aldarate metabolism,H16_B0965,h16_B0965,Probable D-galactarate dehydratase,K01708 garD; galactarate dehydratase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A2752,galU,UTP-glucose-1-phosphate uridylyltransferase,K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B0788,h16_B0788,Glycosyltransferase,K00694 bcsA; cellulose synthase (UDP-forming)
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A2893,rfbF,putative glucose-1-phosphate cytidylyltransferase,K00978 rfbF; glucose-1-phosphate cytidylyltransferase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1559,glgB,"1,4-Alpha-glucan branching enzyme","K00700 GBE1; 1,4-alpha-glucan branching enzyme"
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1562,glgP,glucan phosphorylase,K00688 PYG; glycogen phosphorylase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1558,h16_B1558,two domain protein: Trehalose synthase,K05343 treS; maltose alpha-D-glucosyltransferase / alpha-amylase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1561,malQ,4-Alpha-glucanotransferase,K00705 malQ; 4-alpha-glucanotransferase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1557,h16_B1557,Glycosidase-like protein,K16147 glgE; starch synthase (maltosyl-transferring)
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1560,pulA,"Type II secretory pathway, pullulanase Pul",K01214 ISA; isoamylase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1564,treY,maltooligosyl trehalose synthase,K06044 treY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1563,h16_B1563,glycosyl hydrolase,K01236 treZ; maltooligosyltrehalose trehalohydrolase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A0430,h16_A0430,Trehalose-6-phosphate synthase,K00697 otsA; trehalose 6-phosphate synthase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A0428,otsB,Trehalose-6-phosphatase,K01087 otsB; trehalose 6-phosphate phosphatase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B2096,treA,neutral trehalase,"K01194 TREH; alpha,alpha-trehalase"
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A2885,manB2,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A1847,manB1,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B2564,glk,Glucokinase,K00845 glk; glucokinase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_A1502,pgi1,Glucose-6-phosphate isomerase,K01810 GPI; glucose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1502,pgi2,Glucose-6-phosphate isomerase,K01810 GPI; glucose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Starch and sucrose metabolism,H16_B1503,frcK,Fructokinase,K00847 E2.7.1.4; fructokinase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2550,h16_A2550,Beta-glucosidase-related glycosidase,K01207 nagZ; beta-N-acetylhexosaminidase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0786,h16_A0786,predicted phosphatase,K22292 mupP; N-acetyl-D-muramate 6-phosphate phosphatase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0510,h16_A0510,predicted phosphotransferase to Ser/Thr protein kinases,K07102 amgK; N-acetylmuramate 1-kinase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0507,h16_A0507,Nucleoside-diphosphate-sugar pyrophosphorylase,K00992 murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0312,nagE,"Protein-N(pi)-phosphohistidine-sugar phosphotransferase II ABC, N-acetylglucosamine-specific","K02803 PTS-Nag-EIIB; PTS system, N-acetylglucosamine-specific IIB component"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0262,glmU,UDP-N-acetylglucosamine pyrophosphorylase/Glucosamine-1-phosphate acetyltransferase,K04042 glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B0034,wecC,UDP-N-Acetyl-D-mannosamine 6-dehydrogenase,K13015 wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B0033,wbpB,lipopolysaccharide biosynthesis protein,K13016 wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B0031,wbpE,probable aminotransferase,K13017 wbpE; UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B0032,wbpD,Acetyltransferase,"K13018 wbpD; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A3418,murA,UDP-N-acetylglucosamine enolpyruvyl transferase,K00790 murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A3061,murB,UDP-N-acetylmuramate dehydrogenase,K00075 murB; UDP-N-acetylmuramate dehydrogenase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2445,manB3,Phosphomannomutase,K03431 glmM; phosphoglucosamine mutase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0314,nagA,N-Acetylglucosamine-6-phosphate deacetylase,K01443 nagA; N-acetylglucosamine-6-phosphate deacetylase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B1503,frcK,Fructokinase,K00847 E2.7.1.4; fructokinase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0263,glmS,Glutamine-fructose-6-phosphate transaminase (isomerizing),K00820 glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing)
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0315,nagB,Glucosamine-6-phosphate deaminase,K00820 glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing)
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B1640,h16_B1640,glycosyltransferase involved in cell wall biogenesis,K10012 arnC; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B2564,glk,Glucokinase,K00845 glk; glucokinase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A1502,pgi1,Glucose-6-phosphate isomerase,K01810 GPI; glucose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B1502,pgi2,Glucose-6-phosphate isomerase,K01810 GPI; glucose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2885,manB2,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A1847,manB1,Phosphomannomutase,K15778 pmm-pgm; phosphomannomutase / phosphoglucomutase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2752,galU,UTP-glucose-1-phosphate uridylyltransferase,K00963 UGP2; UTP--glucose-1-phosphate uridylyltransferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A0802,ugd,UDP-glucose 6-dehydrogenase,K00012 UGDH; UDPglucose 6-dehydrogenase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B0226,galE,UDP-glucose 4-epimerase,K01784 galE; UDP-glucose 4-epimerase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B0283,h16_B0283,UDP-glucose 4-epimerase,K01784 galE; UDP-glucose 4-epimerase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A1854,manC1,Mannose-1-phosphate guanylyltransferase,K16011 algA; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2905,manC2,Mannose-1-phosphate guanylyltransferase,K16011 algA; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2900,h16_A2900,"GDP-D-mannose 4,6 dehydratase","K01711 gmd; GDPmannose 4,6-dehydratase"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2899,h16_A2899,Nucleoside-diphosphate-sugar epimerase,K22252 tld; GDP-6-deoxy-D-talose 4-dehydrogenase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2893,rfbF,putative glucose-1-phosphate cytidylyltransferase,K00978 rfbF; glucose-1-phosphate cytidylyltransferase
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A2896,h16_A2896,NAD dependent sugar epimerase,"K01709 rfbG; CDP-glucose 4,6-dehydratase"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_B1877,h16_B1877,putative oxidoreductase,"K00523 ascD; CDP-4-dehydro-6-deoxyglucose reductase, E3"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,H16_A3024,h16_A3024,2-Polyprenylphenol hydroxylase,"K00523 ascD; CDP-4-dehydro-6-deoxyglucose reductase, E3"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_A2525,acoE,Acetyl-coenzyme A synthetase,K01895 ACSS; acetyl-CoA synthetase
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_A1616,h16_A1616,Acetyl-coenzyme A synthetase,K01895 ACSS; acetyl-CoA synthetase
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_B0834,h16_B0834,Acetate-CoA ligase,K01895 ACSS; acetyl-CoA synthetase
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_B0386,h16_B0386,Acetyl-CoA synthetase (NDP-forming),K01895 ACSS; acetyl-CoA synthetase
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_B1102,h16_B1102,Acetyl-CoA synthetase,K01895 ACSS; acetyl-CoA synthetase
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_A1197,h16_A1197,Acyl-CoA synthetase,K01895 ACSS; acetyl-CoA synthetase
Metabolism,Carbohydrate metabolism,Pyruvate metabolism,H16_A1374,pdhA1,"pyruvate dehydrogenase complex, dehydrogenase (E1) component",K00163 aceE; pyruvate dehydrogenase E1 component
